form,smiles,MW,logP,HBD,HBA,QED,lipinski_pass
mature,C[C@H](NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)OCc1ccccc1)c1cccc(Br)c1)c1cccc(Cl)c1,649.0,6.67,3,4,0.169,0
mature,CC(C)C(C#N)NC(=O)C(CCc1ccccc1)NC(=O)C(Cc1ccccc1)NC(=O)OCCCc1ccccc1,568.7,4.74,3,5,0.229,0
mature,CC(C)CC(NC(=O)C(Cc1ccccc1)OC(=O)N[C@H](C)Cc1ccccc1)c1nn(C)n(C)c1=O,507.6,3.29,2,5,0.414,0
mature,N#Cc1nc(NCc2ccccc2)nc(N2CCCC2)n1,280.3,1.96,1,6,0.922,1
mature,CSCCC(NC(=O)C(N)CCc1ccccc1)C(=O)NCCc1ccccc1,413.6,2.54,3,4,0.499,1
mature,O=C(NC(CCCC1CC1)C(=O)NCCc1ccccc1)OCc1ccccc1,394.5,4.22,2,3,0.6,1
mature,CCC(=O)CCNC(=O)C(CCCN=C(N)N)NC(=O)C1CCCCN1c1csc2ccccc12,500.7,2.28,4,6,0.2,0
mature,CCC(C#N)C(CC(C)C)NC(=O)C(O)c1ccccc1,288.4,2.8,2,3,0.81,1
mature,CC(C(=O)N[C@@H](C)c1ccc(C(=O)N[C@@H](c2ccccc2)c2cc(F)cc(F)c2F)cc1)N1CCOCC1,525.6,4.52,2,4,0.425,0
mature,CC1(C)[C@H](Cl)CN1C(=O)C(=O)NCCc1ccccc1,294.8,1.57,1,2,0.68,1
mature,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NCC(=O)C1CCCN1C(=O)C(=O)NCc1ccccc1,536.6,2.32,3,6,0.378,0
mature,CC(NC(=O)Cc1cc(F)cc(F)c1)C(=O)C1C(NC(=O)OCc2ccccc2)C(=O)CCN1S(=O)(=O)c1ccccc1,613.6,2.91,2,7,0.359,0
mature,CNc1nc(C#N)nc(NCC(C)C)n1,206.3,0.85,2,6,0.759,1
mature,N#Cc1cccc(-c2ccc(CNC(=O)c3ccccc3)cc2)c1,312.4,4.16,1,2,0.786,1
mature,CC(=O)C(NC(=O)C(=O)NC(Cc1ccccc1)C(=O)NCC#N)C(NC(=O)c1ccc2ccccc2c1)C(C)C,555.6,2.04,4,6,0.209,0
mature,CC(C)CC(NC(=O)OCCc1ccccc1)C(=O)NC[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,545.7,5.02,3,5,0.264,0
mature,N#Cc1cc(Cl)cc(NC(=O)OCC(C#N)CC2CCCCC2)c1,345.8,4.87,1,4,0.824,1
mature,O=C(NC(CC1CCCC1)C(=O)N1CCOCC1)OCc1ccc(F)c(F)c1,396.4,3.0,1,4,0.803,1
mature,CCCC(NC(=O)OCc1ccccc1)C(=O)NC(CCSC)C(=O)NC(C)C(=O)N[C@@H](Cc1ccccc1)c1ccccc1,632.8,4.92,4,6,0.167,0
mature,CC(C)[C@@H](C)Oc1ccc(-c2cn3cnn(C)c3n2)c(Cl)c1,318.8,3.81,0,3,0.734,1
mature,O=C(NC(Cc1ccccc1)C(=O)O)C1CC[C@@H]2CCCC[C@@H]2C1,329.4,3.41,2,2,0.87,1
mature,CC(C)CC(NC(=O)C#N)C(=O)OCc1ccccc1,274.3,1.78,1,4,0.633,1
mature,O=C(NC[C@H](Cc1ccccc1)NC(=O)C1CCN1S(=O)(=O)/C=C/c1ccsc1)OCc1ccccc1,539.7,3.78,2,6,0.386,0
mature,CC(C)C(NC(=O)C1CCCCN1C(=O)N[C@@H](Cc1ccccc1)C(C)C)C(=O)NC1COC1,472.6,2.47,3,4,0.514,1
mature,CC[C@H](C)OC(=O)N(C#N)CCc1ccccc1,246.3,2.95,0,3,0.593,1
mature,CN(C#N)C(=O)c1cc(Cl)cc(-c2ccc(C(F)(F)F)cc2)c1,338.7,4.58,0,2,0.594,1
mature,N#CC(NC(=O)C(Cc1ccccc1)NCc1ccc(-c2ccccc2)cc1)c1ccc2[nH]ccc2c1,484.6,5.92,3,3,0.243,0
mature,CC[C@@H](Cc1cccc(-c2ccccc2)c1)NC(=O)OCCC#N,322.4,4.31,1,3,0.772,1
mature,CC(C)[C@H](CSc1ccc(C(=O)O)cc1)NC(=O)C(Cc1ccccc1)NC(=O)C(NC(=O)NC(=O)c1cc2ccccc2o1)C(C)(C)C,686.8,5.65,5,7,0.113,0
mature,CCCCCOC(=O)NC(Cc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)C(=O)NCc1ccc(OC)cc1,573.7,4.14,3,6,0.186,0
mature,CCOC(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)OCc1ccccc1,497.6,2.73,3,6,0.366,1
mature,CC(C)CCC(NC(=O)CCS(=O)(=O)c1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,548.7,4.38,2,5,0.311,0
mature,COc1ccc(-c2ccc(CSC(C)(C)C(=O)NC(CC3CCCCC3)C(=O)N[C@H](CS(C)(=O)=O)c3ccccc3)cc2)cc1,650.9,6.73,2,6,0.201,0
mature,CC(C)CC(NCCc1ccc(-c2ccccc2)cc1)C(=O)NC1COc2cccc(-c3ccc(C#N)cc3)c2CN(C=O)C1=O,614.7,5.5,2,6,0.216,0
mature,CC(C)C(NC(=O)C(CC#N)C(=O)C(NC(=O)c1cccc(-c2cccs2)c1)C(C)C)C(N)=O,482.6,2.89,3,6,0.422,1
mature,COC(=O)S[C@H](COC(=O)N1CCCC1C(=O)OC)NC(=O)/C=C/c1ccccc1,436.5,2.42,1,8,0.3,1
mature,CN1CCCC1C(=O)NC(Cc1ccccc1)C(=O)N[C@H](/C=C/C(=O)SC(C)(C)C)CSCc1ccccc1,567.8,4.84,2,6,0.358,0
mature,COc1ccc(S(=O)(=O)n2cc(C#N)c3ccc(Cl)cc32)cc1,346.8,3.41,0,4,0.728,1
mature,O=C(NC(Cc1ccccc1)C(=O)NC(CSc1ccccc1)C(=O)O)OCc1ccccc1,478.6,3.89,3,5,0.361,1
mature,CC(C)CCC[C@H](NC(=O)c1ccccc1)[C@H](C#N)NC(Cc1ccccc1)C(=O)NCc1ccccc1,510.7,5.02,3,4,0.284,0
mature,CCCCCOc1ccccc1S(=O)(=O)c1cc(C#N)cc(C(F)(F)F)c1,397.4,4.98,0,4,0.618,1
mature,CC(C)N1CCO[C@H](/C=C/C(=O)NCCCc2ccccc2)C1,316.4,2.4,1,3,0.62,1
mature,N#CC(CCc1ccccc1)=C(Cc1ccccc1)C(N)=O,290.4,3.17,1,2,0.656,1
mature,COc1ccc(COC(=O)NC(C(C)C)C(C=O)NC(=O)C/C=C/S(=O)(=O)c2ccccc2)cc1,502.6,3.01,2,7,0.427,0
mature,C[C@H](Nc1cnc(C#N)nc1OCC1CCCCC1)C(F)(F)F,328.3,3.67,1,5,0.893,1
mature,CCOC(=O)C(CCc1ccccc1)NC(=O)c1ccc(Cl)c(C(F)(F)F)c1,413.8,4.65,1,3,0.672,1
mature,C[C@H](NC(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)c(C(=O)NC2(C#N)CC2)c1F)C1CCC1,473.5,5.22,2,3,0.565,0
mature,COc1ccc(-c2nc3c(o2)C(C(=O)N[C@H]2CC2c2ccccc2)(C(=O)OCc2ccccc2)C3)cc1,494.5,4.56,1,6,0.285,1
mature,O=C(NC(Cc1ccccc1)C(=O)NCCNC(=O)c1ccc(OC(F)(F)F)cc1)OCc1ccccc1,529.5,3.97,3,5,0.326,0
mature,CC(C)OC(=O)NC(Cc1cccc(C(F)(F)F)c1)C(=O)/C=C/[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,582.6,6.41,2,5,0.241,0
mature,CCCCC(C(=O)NCc1ccnn1C)C(NC(=O)C(NC(=O)CC#N)c1ccccc1)c1ccc(Cl)cc1,549.1,4.12,3,5,0.296,0
mature,N#CN(C1(c2ccc(Cl)cc2)CCN(CC(Nc2nc(-c3ccccc3)cs2)C(=O)NCC(F)(F)F)CC1)S(=O)(=O)c1ccccc1,703.2,6.09,2,8,0.144,0
mature,N#C[C@@H](NC(=O)C(Cc1ccccc1)NC(=O)OCC(F)(F)F)c1ccc(F)cc1,423.4,3.41,2,4,0.668,1
mature,CCNc1nc(C#N)nc(N2CCCCC2)n1,232.3,1.17,1,6,0.842,1
mature,CC(C)CN1C(=O)C(NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)CS1(=O)=O,487.6,1.84,2,6,0.557,1
mature,COc1ccc2c(c1)sc(=O)n2CC(C)C(=O)NCc1ccccc1,356.4,3.02,1,4,0.738,1
mature,O=C(NC(C(=O)NC(Cc1ccccc1)C(=O)NCCc1ccccc1)c1ccccc1)c1ccc(F)cc1,523.6,4.38,3,3,0.273,0
mature,CCOC(=O)C(Cc1ccccc1)NC(=O)C(C#N)C(C)(C)C,316.4,2.46,1,4,0.818,1
mature,CCN(C#N)C(OCc1ccc(OC)cc1)C(=O)N(CC(C)C)C(=O)CO,377.4,1.34,1,7,0.373,1
mature,CCCc1nnc(C(=O)C(=O)C(CCc2ccccc2)NC(C(=O)NC(=O)OCc2ccccc2)C(C)C)o1,534.6,3.84,2,9,0.233,0
mature,CCCC[C@@H](CS(C)(=O)=O)NC(=O)c1ccc(-c2ccc(C#N)c(F)c2)o1,392.5,3.29,1,5,0.743,1
mature,C=CC/C=C/C(C(=O)c1ccccc1)C(=O)C(CCc1ccccc1)NC(=O)Oc1ccccc1,467.6,5.98,1,4,0.202,0
mature,CC(C)C(NC(=O)O)C(=O)NC(C(=O)OCc1ccccc1)C(C)C,350.4,2.16,3,4,0.623,1
mature,C[C@@H](NC1C(=O)N[C@H]1/C=C/S(=O)(=O)c1ccccc1)c1cccc(-c2ccnn2C)c1,436.5,2.59,2,5,0.556,1
mature,CC(C)CC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)N[C@H](/C=C/C(=O)O)CC#N,475.6,3.66,3,4,0.382,1
mature,CC(NC(=O)C(CSCc1ccccc1)OCc1ccccc1)C(=O)NCC1(C#N)CC1,451.6,3.43,2,5,0.516,1
mature,Cc1ccc(CS(=O)(=O)NC(C(=O)NC[C@H](C)CC(=O)C(=O)NCc2ccccc2)C(=O)c2cccc(Cl)c2)cc1,598.1,3.35,3,6,0.148,0
mature,C=CCS(=O)(=O)/C=C/[C@@H](NC(CC(C)C)C(=O)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1)c1ccccc1,601.8,4.53,3,6,0.22,0
mature,CC(C)C(C(C)C)C(O)C(=O)N[C@H](C=NC(=O)OCc1ccccc1)Cc1ccccc1,438.6,4.41,2,4,0.538,1
mature,CC(C)(C)OC(=O)Nc1cc(C#N)nc(N2CCCCC2)n1,303.4,2.69,1,6,0.903,1
mature,CCCCC(C(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCc1ccccc1)C(=O)NCC#N,506.6,2.36,4,5,0.215,0
mature,COc1ccc(COC(=O)NC(C2CCCCC2)C(C=O)C(=O)O)cc1,363.4,2.77,2,5,0.544,1
mature,N#C/C=C/C(=O)C(Cc1cccs1)NC(=O)/C=C/c1cccc(Br)c1,415.3,3.9,1,4,0.551,1
mature,N#CCNC(=O)C1CCN1C(=O)C=Cc1ccccc1,269.3,0.94,1,3,0.653,1
mature,Cc1cc(COCC(=O)NC(Cc2ccccc2)C(=O)NC(C)C(=O)C(C)(C)C)cc(C(F)(F)F)c1,506.6,4.38,2,4,0.501,0
mature,Clc1cccc(CCNc2ncnc3cc(-c4ccccc4)cc(OC4CCCCC4)c23)c1,458.0,7.32,1,4,0.316,0
mature,O=C(NC(Cc1ccc(F)cc1)C(=O)NC1CCCCC1)OCc1cccc(F)c1,416.5,4.25,2,3,0.709,1
mature,CC(C)CC(NC(=O)C(/C=C/C(=O)c1ccccc1)NC(=O)OCc1ccccc1)C(=O)N1C[C@H](/C=C/c2ccccc2)C[C@H]1/C=C/S(C)(=O)=O,711.9,5.74,2,7,0.152,0
mature,CC(=O)C1CCC(CCc2ccccc2)C(=O)NC(CC(C)C)C1=O,343.5,3.33,1,3,0.806,1
mature,CCC(C)(C)OC(=O)NCC(C#N)NC(=O)O[C@H]1CCCC[C@H]1Cl,359.9,3.07,2,5,0.71,1
mature,CSCC[C@H](CC(=O)CNC(=O)C(NC(C)=O)C(C)C)NC(=O)OCc1ccccc1,451.6,2.27,3,6,0.424,1
mature,N#C[C@H](Cc1ccccc1)NC(=O)C1CCN(C(=O)OCc2ccc(-c3ccccc3)cc2)C1,453.5,4.56,1,4,0.568,1
mature,COCC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)Cc1ccccc1,396.5,3.13,2,3,0.613,1
mature,O=C(CSc1ccc(F)cc1)NCNC(=O)c1cc(-c2ccccc2)cc(C(F)(F)F)c1,462.5,5.11,2,3,0.292,0
mature,CC1(C(=O)Nc2cccc(C#N)c2)CCCC1,228.3,3.08,1,2,0.845,1
mature,CC(=O)NC(C=CS(=O)(=O)c1ccccc1C(F)(F)F)C(=O)C(CCCCN)NC(=O)c1ccccc1,539.6,2.99,3,6,0.355,0
mature,CC(C)c1cccc(C(=O)N[C@@H](CC(=O)NC[C@H]2C[C@H](Cl)CO2)[C@@H](c2ccccc2)C2CC2)c1,483.1,5.0,2,3,0.468,0
mature,CN(C#N)C(=O)C(Cc1ccccc1)NC(=O)c1ccc(-c2ccccc2)cc1C(F)(F)F,451.4,4.65,1,3,0.438,1
mature,CC(=O)N1CCN(C#N)C[C@H]1COC(=O)COCc1ccccc1,331.4,0.76,0,6,0.565,1
mature,Cc1ccc(S(=O)(=O)N(CC(=O)NCC#N)C[C@@H](Nc2nc3ccccc3o2)C2CCCCCC2)cc1,523.7,4.22,2,7,0.301,0
mature,Cc1cnn(C)c1CCOC(=O)NC1CN(C)CC1=O,280.3,-0.12,1,5,0.832,1
mature,CSCC[C@H](NC(=O)CC(Cc1ccccc1)C(=O)NC(NC(=O)COCC1CCOCC1)C(O)C(C)C)C(C)C,593.8,3.15,4,7,0.193,0
mature,COc1ccc(Nc2nccc(C#N)n2)cc1,226.2,2.1,1,5,0.867,1
mature,CS(=O)(=O)CC(NC(Cc1ccccc1)C(=O)Cc1ccccc1)C(=O)N=C(C#N)c1ccccc1,501.6,2.95,1,6,0.404,0
mature,CCCCC1NC(=O)C2CCCCCC(=O)NCC(Cc3ccccc3)N2C1=O,399.5,2.56,2,3,0.799,1
mature,CCCC(NC(=O)C1CCCCN1C(=O)C(C)(C)C)C(=O)NC(CC)C(=O)NC1CC1,436.6,1.87,3,4,0.513,1
mature,Cc1nn(C)cc1-c1csc(CNC(=O)C(=O)N[C@@H](Cc2ccccc2)C(C)C)c1C(F)(F)F,492.6,4.48,2,4,0.478,1
mature,CC(C)COC(=O)NC(NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(=O)CC#N)C(=O)CSC=O,532.7,2.4,3,9,0.203,0
mature,CN1C(=O)C[C@H]2[C@@H](CN2C(=O)C(NC(=O)OC(C)(C)C)C(C#N)c2ccccc2)S1(=O)=O,462.5,0.96,1,7,0.703,1
mature,N#CCNC(=O)C1C2CCC(C2)C1C(=O)NCCCN1CC[C@H](OC(=O)Nc2ccccc2)C1,467.6,2.12,3,6,0.378,1
mature,CC(=O)C(Cc1ccccc1)C(=O)NC(C(C)=NS(=O)(=O)c1ccccc1)C(C)(C)C,442.6,3.82,1,4,0.497,1
mature,CC(C)C(NC(=O)Cc1ccccc1)C(=O)NC(C#N)CCc1ccccc1,377.5,3.01,2,3,0.705,1
mature,CCCCC(=O)C(NC(=O)OCc1ccccc1)C(=O)c1ccccc1,353.4,3.92,1,4,0.548,1
mature,O=C(Nc1ccc(S(=O)(=O)c2ccc3c(c2)C(=O)N2CN3C[C@H]2CNCc2cc(F)cc(F)c2)cc1)OCc1ccccc1,618.7,4.94,2,7,0.274,0
mature,COc1ccc2cc(NC(=O)C(Cc3cccc(C)c3)N=Cc3cccc([C@H](C#N)NC(=O)C4CS(=O)(=O)C4)c3)ccc2n1,609.7,3.95,2,8,0.259,0
mature,N#CCNC(=O)C1CC[C@H](NC(=O)OCCc2ccccc2)C1,315.4,1.76,2,4,0.783,1
mature,CC(C)C[C@@H](c1ccc(-c2ccccc2)cc1)[C@@H](C#N)NS(C)(=O)=O,356.5,3.92,1,3,0.817,1
mature,CC(=NC(C#N)C(=O)NC(Cc1ccccc1)C(=O)CNC(=O)c1ccccc1Cl)c1cccc(Cl)c1,535.4,4.42,2,5,0.375,0
mature,CC(=O)N(Cc1ccccc1)C(=O)c1cccc(C#N)c1,278.3,2.75,0,3,0.867,1
mature,CC(C)(C)C(=O)NC(Cc1cccs1)C(=O)NC1COC1=O,324.4,0.86,2,5,0.787,1
mature,CN(CCC#N)C(=O)OCc1ccccc1,218.3,2.17,0,3,0.778,1
mature,CC(C)CC(NC(=O)C(CS)NC(=O)Oc1ccccc1)C(=O)NCc1ccccc1,443.6,2.92,4,5,0.425,1
mature,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(=O)NCCCOc1ccccc1C#N,423.5,3.58,2,5,0.601,1
mature,CCC(NC(=O)C(NC(=O)c1ccccc1)C(=O)OCc1ccccc1)C(=O)N1Cc2ccccc2C1,499.6,2.97,2,5,0.348,1
mature,Cn1cc(-c2cc(C#N)nc(C(=O)N[C@@H](Cc3ccccc3)C(C)(C)C)c2)cn1,387.5,3.74,1,4,0.723,1
mature,N#Cc1cc(C(=O)NC(CCc2ccccc2)C(=O)O)ccc1F,326.3,2.51,2,3,0.853,1
mature,O=C(Cc1ccccc1)NC(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)N1CCc2ccccc2C1,604.7,3.91,3,5,0.225,0
mature,CCOC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)CN1C(=O)CCC[C@]12C[C@H](Cc1ccccc1)O2)C(C)C,563.7,3.16,2,6,0.384,0
mature,Cc1ccc(C(=O)NC(CSCc2ccccc2)C(=O)N[C@H]2OC[C@H]2NC(=O)/C=C/[C@@H]2CCCO2)cc1,523.7,2.72,3,6,0.391,0
mature,CS(=O)(=O)CC(NC(=O)c1ccccc1)C(=O)NC1(C#N)CC1,335.4,0.0,2,5,0.759,1
mature,CC(C)[C@@H](C#N)NC(=O)C(NC(=O)C(O)CCc1ccccc1)c1ccccc1,393.5,2.5,3,4,0.609,1
mature,COC(=O)C(=O)C(C(=O)NC(CCC#N)C(=O)NC(CC(C)C)C(=O)N[C@@H](Cc1ccccc1)CS(C)(=O)=O)c1ccccc1,640.8,1.6,3,9,0.131,0
mature,C[C@H](O)C(NC(=O)C(Cc1ccccc1)NC(C=O)NC(=O)C(Cc1ccccc1)C1CCCC1)C(=O)NC#N,547.7,1.34,5,7,0.103,0
mature,CC(C)NC(=O)OC1CCCc2ccccc2NC1=O,276.3,2.46,2,3,0.872,1
mature,CC(C)C[C@@H]1CCN(C(=O)O[C@@H]2CCCN2C(=O)C2=CCc3ccccc32)C1C(=O)N[C@@H](C)c1ccccc1,529.7,5.33,1,4,0.526,0
mature,O=C(O)CCC(NC(=O)CCCCCCC(=O)NC(C(=O)CO)C(F)(F)F)C(=O)NCc1ccccc1,531.5,1.6,5,6,0.191,0
mature,CC[C@H](C)OC(=O)C=CC(Cc1c[nH]c2ccccc12)NC(=O)C(C)NC(=O)CSCc1cccc(C)c1,535.7,4.84,3,5,0.215,0
mature,CN(C(=O)C(CC1CCCCC1)NC(=O)c1cccc(-c2ccccc2)c1)N1CCOCC1,449.6,4.13,1,4,0.691,1
mature,N#CC1(NC(=O)C(Cc2ccccc2)NC(=O)OCCc2ccccc2Cl)CC1,411.9,3.39,2,4,0.696,1
mature,COC(=O)CC(NC(=O)c1cccc(Br)c1)C(=O)N[C@@H](CNC(=O)CN(C#N)Cc1ccccc1)C(C)C,586.5,2.35,3,7,0.186,0
mature,C[C@@](CCc1ccccc1)(CNC(=O)C#N)C(=O)O,260.3,1.35,2,3,0.755,1
mature,O=C(NC(CCc1ccccc1)C(=O)NC(CC(=O)N1CCOCC1)Cc1ccccc1)OCc1ccccc1,543.7,3.89,2,5,0.361,0
mature,CC[C@@H](C#N)NC(=O)C(CCc1ccccc1)NC(=O)C(CCc1ccccc1)NC(=O)OCCCc1ccccc1,568.7,4.88,3,5,0.213,0
mature,COc1ccc2nc(C(=O)N(Cc3ccccc3)c3cccs3)nc(C#N)c2c1,400.5,4.42,0,6,0.495,1
mature,N#CCNC(=O)C(=O)OCc1ccccc1,218.2,0.37,1,4,0.451,1
mature,CC(C)(C)OC(=O)NC(=O)C(Cc1ccccc1)NC(=O)CC#N,331.4,1.68,2,5,0.853,1
mature,N#CCNC(=O)C(Cc1ccccc1Cl)NC(=O)C(CCc1ccccc1)NC(=O)C1CCN(S(=O)(=O)c2ccccc2)C1,636.2,2.84,3,6,0.246,0
mature,N#CCCC(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)Nc1ccccc1)c1ccccc1,454.5,3.51,3,4,0.435,1
mature,COC(=O)N1CCCC1C(=O)NC(C#N)CC(=O)OC1CCCCC1,351.4,1.49,1,6,0.752,1
mature,CCCC(NC(=O)OCc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)OCCCc1ccccc1,516.6,5.62,2,5,0.271,0
mature,CCCC(NC(=O)C1OC(=O)C1NC(=O)OC(C)(C)C)C(=O)OCC,358.4,0.65,2,7,0.506,1
mature,CC(=O)NC(CC(C)C)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1)C(C)C,524.7,3.29,4,5,0.299,0
mature,CC(C)N(C#N)C(=O)C(Cc1ccccc1)NC(=O)C(=O)NC(Cc1ccccc1)C1CCCCC1,488.6,3.74,2,4,0.319,1
mature,CC(C)OC(=O)N1C[C@H]2[C@H]1CCS2(=O)=O,233.3,0.4,0,4,0.657,1
mature,COC(=O)C(C(=O)NC(C=O)CCC(=O)O)c1ccccc1,307.3,0.49,2,5,0.411,1
mature,CC(C)COC(=O)C(CC(C)C)NC(=O)C(=O)NCCC(=O)NC(CCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(C)C,602.8,3.53,4,6,0.15,0
mature,O=C(NCCc1ccccc1)C(CCc1ccccc1)NC(=O)C(F)(F)F,378.4,3.03,2,2,0.742,1
mature,CC(C)CNC(=O)C(Cc1ccccc1)NC(C#N)NC(=O)Oc1ccccc1C(C)C,436.6,3.72,3,5,0.493,1
mature,N#CC(=O)C(Cc1cccc(-c2ccccc2)c1)NC(=O)O[C@H]1Cc2cccc(C(=O)N3CCOCC3)c2C1,523.6,3.72,1,6,0.473,0
mature,CC(C)c1cccc([C@@H](C#N)NC(=O)C(Cc2ccccc2)NC(=O)c2ccccc2)c1,425.5,4.53,2,3,0.556,1
mature,CC(C)COC(=O)NC1CCCNC1=O,214.3,0.65,2,3,0.724,1
mature,CC(C)C(N=O)C(=O)C(CCC1CCC2NCC(=O)N1C2=O)NC(Cc1ccccc1)C(=O)OCc1ccccc1,562.7,2.93,2,9,0.204,0
mature,CC(C)C[C@@H](C#N)NC(=O)C(CCc1ccccc1)NC(=O)C(=O)OCc1ccccc1,435.5,2.9,2,5,0.441,1
mature,N#CCc1nc(N2CCCC2)c2cc(Cl)ccc2n1,272.7,2.95,0,4,0.843,1
mature,C[C@H](CCc1ccccc1)NC(=O)C1CC(c2ccccc2)C(=O)N1C(=O)C1CCOC1=O,448.5,2.6,1,5,0.399,1
mature,CCC(CC)C(=O)NC(CCSC)C(=O)NCC#N,285.4,1.3,2,4,0.626,1
mature,CC(=O)N[C@@H](CCc1ccccc1)c1ccc(-c2ccccc2COC(=O)NC(Cc2ccccc2)C(=O)O)cc1,550.7,6.09,3,4,0.198,0
mature,CC(C)(C)C(CNC1CCCCC1NC(=O)C(=O)N[C@H](CNC(=O)Cc1nc(-c2ccccc2)no1)Cc1ccccc1)C(=O)O,632.8,2.89,5,8,0.177,0
mature,CC(C)CC[C@H](C)NC(=O)C(C#N)=CCCc1cccc(-c2ccccc2)c1,374.5,5.68,1,2,0.454,0
mature,CC(=O)OC(C)(C)C(=O)C(CC(C)C)NC(=O)OCc1ccccc1,349.4,3.24,1,5,0.729,1
mature,CC(C)(C)CC(NC(=O)OCc1ccccc1)[C@H](C#N)Cc1cccc2ccccc12,414.5,6.25,1,3,0.497,0
mature,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CSCc1ccccc1)C(CS(=O)(=O)c1cccc(Cl)c1)NC(=O)C1CCCN1C(=O)CS/C=C/c1ccccc1,891.6,7.36,3,9,0.083,0
mature,CCOC(=O)C(NC(=O)C(CC(C)C)NCC1CCCCC1)C(=O)C(C)C,382.5,2.84,2,5,0.424,1
mature,CC(=O)NC(/C=C/[C@H]1OCC[C@@H]1C)C(=O)NC(Cc1ccccc1)C(=O)N[C@H](c1ccc(Cl)cc1)C(C)C,540.1,4.37,3,4,0.369,0
mature,CC(C)CC(NC(=O)c1ccc(C(=O)O)cc1)C(=O)N1CCCCCC1C(=O)NC(Cc1ccccc1)c1ccccc1,583.7,5.4,3,4,0.28,0
mature,NC(=O)O[C@H]1CCc2ccc(O)cc2C1,207.2,1.34,2,3,0.73,1
mature,O=CC(=O)NC(Cc1cccc(C(F)(F)F)c1)C(=O)O,289.2,1.02,2,3,0.626,1
mature,CN(C#Cc1ccccc1-c1cccc(Cl)c1)C(=O)CCl,318.2,4.01,0,1,0.465,1
mature,O=C(NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)S(=O)(=O)c1ccccc1)C1CCN1,491.6,2.23,3,5,0.404,1
mature,N#CCOc1nn(C2CCCCC2)c2ccccc12,255.3,3.44,0,3,0.844,1
mature,CC[C@H](NC(=O)C(N[C@@H](C)c1ccccc1)C(=O)NC1(C#N)CC1)C(C)C,370.5,2.43,3,4,0.582,1
mature,CC(C)(C)C(NC(=O)c1ccccc1C1(S(C)(=O)=O)CC1)C(=O)N[C@H](C#N)c1ccccc1,467.6,3.25,2,5,0.648,1
mature,N#CC1(C(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CN(Cc3ccccc3)C2)CCC1,458.6,2.23,2,5,0.568,1
mature,CC(C)(C)C(=O)OC(=O)NC(Cc1ccccc1)C(=O)NC(CCc1ccccc1)C(=O)c1ccccc1,514.6,4.9,2,5,0.228,0
mature,C[C@H](N[C@H](COc1cc(Cl)cc(CN2CCc3ccccc3C2)c1)Cc1ccc(CC(=O)O)cc1)C(C#N)S(=O)(=O)N1CCCC1,665.3,4.81,2,7,0.252,0
mature,N#CC1(C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C2CCN2C(=O)OCCc2ccccc2)CC1,484.6,3.52,2,5,0.482,1
mature,CO[C@@H]1CCN(C(=O)NC(CC(C)C)C(=O)N[C@H](COCc2ccccc2C)Cc2ccccc2)C1,495.7,4.08,2,4,0.465,1
mature,CN1C(c2ccccc2)=CC(=O)C1(C)C(=O)C(C#N)NC(=O)c1ccccc1,373.4,2.19,1,5,0.812,1
mature,CS(=O)(=O)c1ccc(SC[C@@H](C#N)NC(C(=O)N2CCOCC2)C2CCCCC2)cc1,465.6,2.47,1,7,0.589,1
mature,Cn1cc(-c2ccc(C(C#N)NC(=O)OCc3ccccc3)cc2)cn1,346.4,3.58,1,4,0.766,1
mature,Cn1nc(-c2nc(C#N)ncc2OC2CCCCC2)cc1C1CCCCC1,365.5,4.51,0,5,0.797,1
mature,CSCC[C@@H](C#N)NC(=O)C(Cc1ccccc1)c1ccccc1,338.5,3.77,1,3,0.797,1
mature,CC(C)(C)OC(=O)N1CCC1(C(=O)NCC#N)c1ccccc1,315.4,2.16,1,4,0.867,1
mature,O=C(NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NCCN1CCOCC1)c1ccccc1,478.6,1.47,2,5,0.57,1
